order_id,invoice_id,product_id,count,discount
1001,903,45,63,3
1002,902,65,82,1
1003,1416,66,34,0
1004,946,19,57,2
1005,1600,6,28,0
1006,1216,30,33,1
1007,1305,19,60,4
1008,454,85,95,3
1009,1308,17,17,1
1010,690,34,64,0
1011,313,33,71,1
1012,308,36,70,1
1013,842,43,31,0
1014,987,61,50,2
1015,1241,24,86,4
1016,379,93,100,1
1017,832,25,39,1
1018,1658,18,3,0
1019,1013,49,81,3
1020,1950,3,72,0
1021,1633,80,30,1
1022,1818,75,69,0
1023,832,51,71,1
1024,1212,91,84,1
1025,691,33,26,0
1026,1216,45,72,1
1027,1320,6,97,1
1028,1065,92,35,3
1029,768,18,5,0
1030,1257,76,96,2
1031,388,55,55,2
1032,921,13,18,0
1033,1897,2,30,2
1034,1997,73,17,1
1035,122,67,46,3
1036,538,27,45,0
1037,1505,12,8,0
1038,1304,64,27,1
1039,695,76,60,1
1040,1014,43,6,0
1041,1326,46,78,1
1042,1252,99,7,0
1043,693,67,58,2
1044,1201,16,72,1
1045,1897,63,83,2
1046,539,56,61,2
1047,1709,42,96,0
1048,85,52,61,2
1049,240,19,69,0
1050,1768,78,91,0
1051,254,11,93,0
1052,464,19,61,2
1053,1076,80,9,1
1054,900,89,21,2
1055,1904,40,61,0
1056,1615,98,88,1
1057,761,17,14,0
1058,269,39,90,1
1059,398,47,29,1
1060,996,31,16,2
1061,1097,26,76,1
1062,1028,100,64,2
1063,591,64,4,1
1064,235,82,73,1
1065,760,58,99,1
1066,311,45,65,1
1067,1557,5,94,1
1068,1363,17,14,0
1069,1389,86,58,0
1070,22,35,31,0
1071,395,56,86,0
1072,1752,8,90,0
1073,1508,19,61,0
1074,655,24,80,0
1075,160,47,52,0
1076,300,98,22,1
1077,1796,25,42,3
1078,1711,44,48,1
1079,246,70,27,0
1080,1796,17,62,0
1081,457,82,91,2
1082,32,12,81,0
1083,1415,53,73,1
1084,1048,3,53,1
1085,1380,95,4,1
1086,1339,46,79,0
1087,1932,21,15,1
1088,1862,40,45,2
1089,1543,2,6,1
1090,1961,9,60,1
1091,549,17,61,1
1092,915,52,59,2
1093,950,61,17,1
1094,1749,22,3,1
1095,251,23,81,3
1096,1224,73,31,0
1097,1709,16,4,0
1098,538,24,9,0
1099,315,85,46,1
1100,1583,100,54,1
1101,1338,76,78,1
1102,790,33,19,0
1103,975,12,93,2
1104,975,91,65,0
1105,1387,75,63,2
1106,1156,56,49,0
1107,1063,47,34,0
1108,136,91,5,1
1109,51,24,100,1
1110,1420,92,35,2
1111,361,59,35,0
1112,1691,77,22,0
1113,297,44,82,2
1114,291,26,45,1
1115,270,30,41,0
1116,1743,74,73,3
1117,1074,32,67,0
1118,1813,60,10,0
1119,1945,34,23,1
1120,384,4,52,1
1121,9,19,32,5
1122,1220,92,8,2
1123,35,27,34,2
1124,649,34,67,2
1125,996,85,16,0
1126,1652,70,37,0
1127,1894,9,77,1
1128,908,3,77,1
1129,530,17,20,2
1130,1140,45,52,1
1131,154,95,13,0
1132,667,97,54,0
1133,1099,54,58,2
1134,710,44,90,3
1135,1805,89,66,3
1136,267,22,74,0
1137,294,71,26,1
1138,308,53,52,2
1139,88,82,55,2
1140,651,30,65,1
1141,1539,20,53,1
1142,396,36,11,0
1143,842,99,98,1
1144,1077,62,23,0
1145,1233,12,68,2
1146,1311,83,28,2
1147,209,95,1,1
1148,741,75,41,1
1149,88,73,77,0
1150,178,62,43,0
1151,816,63,5,0
1152,1971,57,98,2
1153,1615,94,56,2
1154,1140,42,30,2
1155,1783,46,50,1
1156,1815,34,9,2
1157,1057,84,87,1
1158,1576,11,87,0
1159,931,68,91,0
1160,1224,84,2,1
1161,388,78,69,0
1162,753,82,4,1
1163,1495,63,95,2
1164,1037,49,98,2
1165,1967,30,53,0
1166,1832,50,30,0
1167,43,18,20,1
1168,1325,82,21,1
1169,1800,81,88,1
1170,679,7,32,0
1171,482,94,56,0
1172,428,3,18,0
1173,405,42,8,0
1174,802,55,88,0
1175,369,17,6,3
1176,1367,26,35,1
1177,1464,10,76,0
1178,1844,99,41,0
1179,769,13,89,3
1180,310,78,7,0
1181,1011,64,95,2
1182,789,65,51,2
1183,410,40,84,0
1184,1246,91,28,0
1185,822,94,76,0
1186,1644,22,28,0
1187,1341,43,83,3
1188,428,8,68,1
1189,411,84,26,1
1190,1007,86,76,4
1191,1540,47,98,1
1192,1043,83,35,1
1193,561,85,89,5
1194,1329,86,50,1
1195,361,9,16,0
1196,932,16,1,3
1197,1472,66,91,2
1198,1068,43,9,1
1199,486,33,18,0
1200,1755,32,65,1
1201,1020,18,76,0
1202,398,29,40,1
1203,797,13,86,1
1204,857,88,19,0
1205,42,55,2,0
1206,1620,38,12,2
1207,376,78,100,0
1208,1103,42,15,3
1209,1188,63,86,0
1210,655,7,39,0
1211,740,16,23,0
1212,1985,31,9,0
1213,111,65,4,1
1214,839,79,96,0
1215,1521,76,100,1
1216,1393,28,94,2
1217,1096,6,33,1
1218,1763,8,69,1
1219,517,89,15,0
1220,511,99,77,1
1221,1434,67,100,1
1222,197,74,92,1
1223,972,8,37,0
1224,1493,87,86,1
1225,1572,86,71,0
1226,1718,13,89,0
1227,1312,73,79,0
1228,1892,46,95,1
1229,182,2,25,1
1230,299,50,91,0
1231,145,42,64,1
1232,1223,73,6,2
1233,293,85,4,0
1234,640,94,79,1
1235,672,11,64,1
1236,1895,37,97,0
1237,714,57,55,1
1238,176,95,27,3
1239,1853,83,58,1
1240,560,11,59,1
1241,1261,32,52,1
1242,1889,69,62,2
1243,1289,34,53,0
1244,390,30,52,0
1245,736,65,64,1
1246,1713,75,51,3
1247,1336,8,45,4
1248,1781,79,34,1
1249,1544,78,87,0
1250,1054,97,23,1
1251,1604,32,3,2
1252,1191,76,81,0
1253,1340,11,27,1
1254,662,55,84,1
1255,1300,13,41,0
1256,849,39,46,0
1257,852,16,43,0
1258,641,97,56,4
1259,1705,76,69,3
1260,916,79,52,1
1261,684,44,86,2
1262,1196,36,33,1
1263,1973,29,37,2
1264,1065,11,43,1
1265,279,100,19,3
1266,948,4,19,1
1267,887,45,60,2
1268,935,65,46,2
1269,1552,95,65,0
1270,780,9,4,2
1271,983,44,6,2
1272,1012,85,2,1
1273,435,88,62,1
1274,651,77,32,1
1275,1184,26,68,2
1276,209,84,56,1
1277,1172,65,25,0
1278,1374,63,51,1
1279,900,35,92,0
1280,135,93,24,1
1281,1522,4,91,2
1282,519,41,18,2
1283,294,25,23,4
1284,862,35,55,0
1285,727,44,6,0
1286,359,68,25,1
1287,1546,13,38,0
1288,1053,12,23,2
1289,1438,49,87,2
1290,971,34,27,0
1291,1487,42,71,0
1292,1528,22,94,1
1293,1837,4,64,0
1294,1303,80,19,0
1295,351,90,68,0
1296,963,19,91,0
1297,982,34,44,0
1298,629,37,73,0
1299,1466,51,83,3
1300,660,28,57,1
1301,1238,67,6,1
1302,382,72,60,0
1303,422,45,82,0
1304,386,35,23,2
1305,295,57,33,1
1306,173,47,2,1
1307,737,46,82,3
1308,1783,21,36,0
1309,306,8,70,1
1310,346,6,72,0
1311,1752,20,4,2
1312,1750,30,78,1
1313,1163,18,68,1
1314,933,25,7,1
1315,1847,39,87,1
1316,664,5,28,0
1317,152,92,98,2
1318,1006,4,60,0
1319,1150,15,22,0
1320,814,94,90,1
1321,1610,10,84,0
1322,1695,41,41,1
1323,1521,61,29,3
1324,467,4,26,1
1325,1225,39,46,1
1326,831,13,6,0
1327,379,12,6,0
1328,1960,25,61,0
1329,505,59,89,1
1330,1746,66,1,2
1331,922,10,70,0
1332,954,5,90,0
1333,1190,44,36,3
1334,272,3,14,1
1335,1136,27,69,0
1336,276,32,39,1
1337,1361,26,94,1
1338,1857,91,54,0
1339,1078,74,95,0
1340,1190,69,42,2
1341,300,51,40,1
1342,856,82,3,2
1343,1234,64,76,0
1344,638,60,40,0
1345,1494,69,41,0
1346,1876,36,83,2
1347,1256,73,34,0
1348,910,4,95,1
1349,1904,96,93,2
1350,921,37,51,0
1351,1254,66,35,1
1352,242,12,73,1
1353,373,62,61,1
1354,382,18,95,0
1355,962,80,76,2
1356,1843,26,47,1
1357,1669,23,55,0
1358,1459,53,2,1
1359,1963,22,92,0
1360,1073,97,96,3
1361,672,94,27,2
1362,866,66,89,0
1363,156,90,83,2
1364,1634,28,95,1
1365,1580,95,21,3
1366,1829,10,66,3
1367,1349,51,63,3
